Title,Image,css2lqh28,cssl2wjgv,joblink_URL,joblink,css3g3psg,css3g3psg1,css3g3psg2,cssr3emcz,dflex,Description,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16
,https://media.glassdoor.com/sql/11951/axcelis-technologies-squarelogo.png,4.0,Axcelis Technologies Inc.,https://www.glassdoor.com/partner/jobListing.htm?pos=2424&ao=1136043&s=58&guid=00000186d385f6d78804384f20c40e14&src=GD_JOB_AD&t=SR&vt=w&cs=1_846d2e8e&cb=1678586017997&jobListingId=1008521339024&jrtk=3-0-1gr9obtnljrpi801-1gr9obtoa2bms000-db3adbc2e0a699f9-,Data Scientist I,"Beverly, MA",$79K - $109K (Glassdoor est.),(Glassdoor est.),,1 day ago,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Axcelis Technologies Inc.,Data Scientist I,"Beverly, MA",$79K - $109K (Glassdoor est.),,,1 day ago,,3.0
,https://media.glassdoor.com/sql/507/pnc-financial-services-group-squarelogo-1524603954371.png,3.6,PNC Financial Services Group,https://www.glassdoor.com/partner/jobListing.htm?pos=2425&ao=1110586&s=58&guid=00000186d385f6d78804384f20c40e14&src=GD_JOB_AD&t=SR&vt=w&cs=1_e9801bc4&cb=1678586017997&jobListingId=1008502856439&cpc=65CC663E25211861&jrtk=3-0-1gr9obtnljrpi801-1gr9obtoa2bms000-c47576ad66fe4b50--6NYlbfkN0AMofH_6zXbiqn6xehDj89HQNfpf30LHk40Y3Yl5cZTpm-EXukPQNet_K9MQV9Co4xFZ7gbN1gbxQ8LIVzVzGT3fUE3hFiQh0V27VGSIiR80KWQcupshnQHuzUimXI3lC6q6mu2TdXBcS0A1ga8MR0GoB1_BVWeF5XC2ZLP5M5Em8JPFF6g9y3FPGOS-yQYHl74m-jRDYA8gPV0fNm23zj_H3C0w8SDPrgi79tGNyrZRNPxtZlBSqpVkDHfEDulkHUWim0UYi6YjifxPNrlqFHtCOLZASXk_dBZ4PXWhrIH_KHnsiV3J7qApPrrjUHX2Z3mQRYaB8XJx1wCOXjd_cIO47ypYv835PolP-YicN8vvFbg9V9mvWHGhSeU53XF6j1HUfCBLB8jXl3Qpoh-bsRyIZDlc0aznGg9H_luJghx26Zrpg9V0geBhkEB2-nzCO8h4vh17rFS3Xj8BCiFhz2mn4fdsnap8aUpTKYzciI1KaS0YBIsXiwGabcmXNUcp5TVmgP_5jaZKSBSOPKlpoLAiwRa-01SVOJdda8bKlHA7IeqrxWBJzu5OcH5wVCWiMZ_t734Q1xOU3dp0wunDlT7Sx1DRPbuwgKdnVUwvxbSHNFLcuzzmcYQXZU1-mU-sizmbl65rVN1fJTzdl7DHJkgxnas1oL3NWDROQ5Ud6ofyaAiQ2TslQwl2WumdWX-hIKOnb-fAthTleZyem_ZmiFopWvgoonIaHX_3EWCYR9aRUrQD_0SrNcCKa4EBWKqhwfS-ON208sL7vIF6CN5KWQMJpcJEQlxlLEmYcqwhDjM5OHemcjPVWsTRbuiT4CXSEUPhrsCagnZPOqY-udgbnTahuzgqHPyT49jAKLQoKwPWb3GWpac8Rth2qTBt2P2ptbv5Dla-efFpcRbJOyabW6plWoZv1YI5yn-pu1bKCl2BFfdgizA5A2bbMdRt9Oul83b92e0L80rHqTPbFkxSyNHUagvnAjxTSMHcrmHDw6YPLpx66K7rVqpDig75v7GAZp_SaB7rHIlX-ER8MP9BIpfgSiNstFOwfor9C8dKGIVJEG4713aUPzP5ny-J9c5NQVjkKbIDSOWVmbpAQ56RHQ8Izp1r29YlGz701SrzuZmIqZdfPfhGTbbHsfvv-VepNqqimXG50aZJPdwL6D2GJj1LrWesvgRVDo%3D,Data Scientist Sr,"Pittsburgh, PA",,,,10d,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,PNC Financial Services Group,Data Scientist Sr,"Pittsburgh, PA",,,,,,3.0
,https://media.glassdoor.com/sql/40260/paramount-squareLogo-1663339194978.png,3.9,CBS Sports,https://www.glassdoor.com/partner/jobListing.htm?pos=2426&ao=1136043&s=58&guid=00000186d385f6d78804384f20c40e14&src=GD_JOB_AD&t=SR&vt=w&cs=1_577d3780&cb=1678586017997&jobListingId=1008523279106&jrtk=3-0-1gr9obtnljrpi801-1gr9obtoa2bms000-00209b21fef3b9b9-,Data Engineer/Scientist (Freelance/REMOTE),"New York, NY",$40.00 - $60.00 Per Hour(Employer est.),(Employer est.),,24h,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,CBS Sports,Data Engineer/Scientist (Freelance/REMOTE),"New York, NY",$40.00 - $60.00 Per Hour(Employer est.),,,24h,,3.0
,https://media.glassdoor.com/sql/6234/highmark-health-squareLogo-1622751102332.png,3.7,Allegheny Health Network,https://www.glassdoor.com/partner/jobListing.htm?pos=2427&ao=1110586&s=58&guid=00000186d385f6d78804384f20c40e14&src=GD_JOB_AD&t=SR&vt=w&cs=1_340c1817&cb=1678586017997&jobListingId=1008311456371&cpc=39721386339D0809&jrtk=3-0-1gr9obtnljrpi801-1gr9obtoa2bms000-2fcc483ae1d2e175--6NYlbfkN0CkDCxCQ_zBBGMC2k67DQ0nfCSiDkGx1VFWrdw6nWehnPJiU0-N-32EW8is8Wvm05PdkdOwUiQHuJyM7D0scVorYBBrwTpHJLMFH_qcU5FlQhVj7hFH-49afXAqUJ0fEzFWjNXXI58ZqoVbxoi-Q4R_PBB-HHT5DfUI_89Qsva1TV9lkvEQktIWG4PRkDPaeEenO5OjSe8QLR8NL5FOO52wFmaNMYhu40KRJ2k8b_7MLJVnWqTrJDB1UweF4NTC_o8OwuRu1FSTv3synmz6BcV4Y1Kc3szsXPWV1v-dY4K4TzMs-bgCWS3jm0vppBvY3ExhwhPcOFnPnG1r_h4bdOT7u1zkaCb6ynJRCCen9F2tDiJWmo_18FcvDVzjy2VibhCzqQfCUKrn68F9J9pGWR27gxbeQn42EAvvkrBZQkRq5ijBNNYIJVOAWSU2-YXbfVcjlJlvcM5YcmxZY9UpbSJBYPsO7LQdoJAJiuQ0J1fPoGm5J19F6exCaQjVy4QY6V0xmouknzHR4oUbeNnBJGKHX1DpAWiP_3FQ9LJ2BL4ejFkOoVvJrgKTmy7kCAIxKSB_QY68XzYH4VV-Pf3d0Zw-vshjaiZpf5g9WonBf_lyiYaqBeJ507uhIw8NJWv4CiVOJVvuGNaJcIAJHJMpSyUUQytrrEHgcQx4F6Sqy6MRYQI6LFEdttlxlMd28uZ80GiLTcQVVMW826Il2SV88QcZgtIG5Um5xwTliY9T7OlxZA%3D%3D,Data Analyst Senior,Pennsylvania,$23.78 Per Hour(Employer est.),(Employer est.),,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Allegheny Health Network,Data Analyst Senior,Pennsylvania,$23.78 Per Hour(Employer est.),,,30d+,,3.0
,https://media.glassdoor.com/sql/396271/uthealth-houston-squareLogo-1656593769340.png,4.0,UTHealth Houston,https://www.glassdoor.com/partner/jobListing.htm?pos=2428&ao=1110586&s=58&guid=00000186d385f6d78804384f20c40e14&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7a10207e&cb=1678586017997&jobListingId=1008456911999&cpc=C19BE7EA145E205E&jrtk=3-0-1gr9obtnljrpi801-1gr9obtoa2bms000-de98f6b1bc8d004a--6NYlbfkN0B0WYpsfFdlHnzkaod_43XUfc-xLBay7Qn_M2_P6Smr4LLRFt8BieORw1Uj8PJBoMSj6qf9QrzKqsJcj0D3elqEgmbTb9TdfHcwOLp4xUifd8vpP8hX9xqJdMckXZFmy0l_YG16dYN1tnFkQiX5Q87Gi_B6XrlOZ_35MQha4sxR6TIrwwGIBuzsqni36IsbypYAzXmdHu_8pu8qiZlN_VggYdCscxgjaewg6ny1N_vnQjQAW2veG5d1MSUmHfdks9nJdGFsV3wDNqohlK4K6vtjJraauJj5r6KFatomw3JJQVR5Z1K53CzIAyBq7VC_Zlv1vK65QSODTNEOBAyFU2LphFzZ9MThS-AZ4aP7sSB3j_OGNQGjxXDCc-V2d9_aue-sEq5SILjkE0GrnHzGaBzHhEfvGiOrn2g5ADS-_6HkZNJ3Ya5AZRggV4Cl0X0ZgGY1ncS4oz4bdPgN9pSIjXb6p2euPcsBzd8SXFkPGkPPr7MndOu0mkb3AclhSQ6qVHjWf-imoVWh7ufzdOLOyO2fjwgksCkh-RJBaEhoS6ZY_Suwa9wk2EIL6JOLaOUubGjG6sotLBOHdKJl5BVkn0e90REZkpT4hGHHeYKUXcHx_1kYEvNqXxLQ,Research Data Scientist & Administrator III - Hybrid,"Houston, TX",$103K - $154K (Employer est.),(Employer est.),Easy Apply,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,UTHealth Houston,Research Data Scientist & Administrator III - Hybrid,"Houston, TX",$103K - $154K (Employer est.),Easy Apply,,30d+,,3.0
,https://media.glassdoor.com/sql/621011/etrailer-squarelogo-1587758790375.png,3.9,etrailer.com,https://www.glassdoor.com/partner/jobListing.htm?pos=2429&ao=1136043&s=58&guid=00000186d385f6d78804384f20c40e14&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c7381286&cb=1678586017997&jobListingId=1008272384540&jrtk=3-0-1gr9obtnljrpi801-1gr9obtoa2bms000-1292d743fbc2f949-,Data Engineer/Data Scientist,Remote,$100K - $180K (Employer est.),(Employer est.),Easy Apply,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,etrailer.com,Data Engineer/Data Scientist,Remote,$100K - $180K (Employer est.),Easy Apply,,30d+,,3.0
,https://media.glassdoor.com/sql/628847/asics-digital-squareLogo-1658175075704.png,4.2,Asics Digital,https://www.glassdoor.com/partner/jobListing.htm?pos=2430&ao=1136043&s=58&guid=00000186d385f6d78804384f20c40e14&src=GD_JOB_AD&t=SR&vt=w&cs=1_0379ad6d&cb=1678586017997&jobListingId=1008455003252&jrtk=3-0-1gr9obtnljrpi801-1gr9obtoa2bms000-75fc56b9ab75be4b-,Data Scientist Co-op,"Boston, MA",$77K - $119K (Glassdoor est.),(Glassdoor est.),,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Asics Digital,Data Scientist Co-op,"Boston, MA",$77K - $119K (Glassdoor est.),,,30d+,,3.0
,https://media.glassdoor.com/sql/456861/proteam-solutions-squarelogo-1514989064329.png,3.0,Proteam Solutions Inc.,https://www.glassdoor.com/partner/jobListing.htm?pos=2501&ao=1110586&s=58&guid=00000186d3860feda68e1d760d94c9b5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_adc7d4db&cb=1678586024362&jobListingId=1008521580184&cpc=179A63ACDFA89555&jrtk=3-0-1gr9oc40lmfp6801-1gr9oc41c2bmv000-6548b6bae97674d8--6NYlbfkN0AEHyidsAqlM5jU6RNZv1Yf_D4e3sgfUyke_uMGTUdwuGEsMH9zTzauIRFeNPBJHlpfMBZZlmek1sj9_cXOGb7ZknOE9gJEE_zMscG36N6k4035LbtZLMUPI89Swd4YHOYhJRL4B2XrtQl1nWKtNvQMcu4fzWNgKeGT4dWmA-r4ZGPPTfs94XW5FYsfynLysvUz6yPUL9iEaDlr2u5L3kFMi2JzFNS7qrSa4crnFBXQ-qgCtJwFagkKSGpCZUy6Ycw4hTowxZylObsmbKXB4i8ygXYQbMIkRpMJ3lC-kmJSNnLmj5lGsNMONvC4Nk9SqWMCaRnrhbv6Vfan6tf1xae7UZtIPujDy0RpE7tI4q4twh3ABrLpCsMCFOmUFd1Opf1Ez6z7fKgt2yH4LLPz41m6yxAq37a1U0HGXzKJIRdIlqn0U9hiKolIeXO4HmGCaiSxxD0dks1n0wkZtzKsT3v0mMTROKjve1IC7WroEcSQLMMivofZIauqZdBRuC4SGjVyQXp3I6_qN0NLi4voZmx5heOCjq0NKv2FlNwNcovOta3VldfxYZmRqxtiMScWwkkBeCSNHNHno42rp4nA0tPKdgO1rYrbb7E%3D,Data Scientist,"New Albany, OH",$33.00 - $41.00 Per Hour(Employer est.),(Employer est.),Easy Apply,1 day ago,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Proteam Solutions Inc.,Data Scientist,"New Albany, OH",$33.00 - $41.00 Per Hour(Employer est.),Easy Apply,,1 day ago,,3.0
,,,TBD Solutions LLC,https://www.glassdoor.com/partner/jobListing.htm?pos=2502&ao=1110586&s=58&guid=00000186d3860feda68e1d760d94c9b5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_af2fe0b5&cb=1678586024362&jobListingId=1008502238053&cpc=973E6D846143997F&jrtk=3-0-1gr9oc40lmfp6801-1gr9oc41c2bmv000-88027e97e62004d0--6NYlbfkN0Ckpj9pJ7qJ3ygixlf8Zq4O57HXgoGXYFjkOTaLGVoyZ7n54bTGyHY7p4jiJK-iiA0BrX_D-usssYtvFb0zUvBXFVExVJxNHRPFH5SV0Irl4D36QrAeAvnQBwu6o92n8nIA3K9zmQK0hUan_iSJRBCXcq5vqpnVLq6wgUrXHu4vMlqbpdJQJ8DTHuZFDnAVJWLP-JZ9Z1ZYeYM1gks-K4BbchKYptgpmomUnwjiK0llCEWAXKXpzQ1J9H6Xi8N1eE36CCkEaU1mHb_dXRXX6W8abbsJChT9HpOqpBDLD-EfI4UyCUmN-0i361EBN2vkzG9SnrokfXnomsv0Zzc5YVPlo30-vHoHLUjS-j2ZP35hbj1qCTzYQL1mZG1AFBIzOVSKWDomC4E-pYEXlAGTVdQQqsXM6FF8Jwec_cxGTeH-LHxBYsBR9LpQcFlsgQLf7oyfCg__Yr6Riht0U2N5BqLNZqY9bPzJK5IREGzsorho9LYlD441JfuvzZISwpJ0gWhINDd4RuhF7dzdHc_CeEyeSmtE0oEEqhqmBtZj8sMqZ_9fIo-rvL4SU2NVjnbAZkKXgqPwetxmIZhUxPBXeBDFjCSxl9JiuPc%3D,Data Scientist Consultant,"Grand Rapids, MI",$78.75 Per Hour(Employer est.),(Employer est.),Easy Apply,10d,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,TBD Solutions LLC,Data Scientist Consultant,"Grand Rapids, MI",$78.75 Per Hour(Employer est.),Easy Apply,,10d,,3.0
,https://media.glassdoor.com/sql/1260009/slim-chickens-squarelogo-1500634472994.png,3.7,Slim Chickens,https://www.glassdoor.com/partner/jobListing.htm?pos=2503&ao=1110586&s=58&guid=00000186d3860feda68e1d760d94c9b5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_09db5d11&cb=1678586024362&jobListingId=1008428688354&cpc=7B914D47B0B0E7B2&jrtk=3-0-1gr9oc40lmfp6801-1gr9oc41c2bmv000-e150557bba8ec2b1--6NYlbfkN0DdhE0GJ1OLpp1dBADwNsb9mCEdAPVKR2XSG2R8U4D79hucf7w9HM-mtHTLlsXyFfhXqeZvlB9QoPVwac2TGF-W1zcKjj_I3s6mLeQMNxHYf9B-BvD660j9j_l-R59Z7AvxkwS8r1mUPFK8AaFZedaYiKDWukiF1L7WCBx48W2coMRFFHXwnfOtEa5RnpE6QnvXt5o252Zo8Ies3aOhhtuzstIpCZfUxdlFgcn8VuepruIbUM9zitdMZSIN68dicLq9i0BszPlseqenGSMZCS2UhJFim-008fbN6MBb5URKl_-QeMXSh0cyS9v_zg5-_297vhdlHWCVkv00_Y3AyUKuGeAZZS2KctSHRn7cf5TxVMPhsNEZXUHZPa44tAUURuH0op9D2xEnDEfkpFIjZdVfaNFPv1ckgb9ZaOcINUGxvSRN9bX8axdI0yOMvfjq7Sq5WZricM_xVTBQwxoK7GueVL3BXU6ZpW-3DTKsPN5DFvIzhZ92XAPm0rMeeP05viqww8UqaDwRdtumx8AhUxlQtUQiDYxKP-JBxwy9MglflOhDjyxYCptFLvbeoj8ehSrLl-uxCi1EbRqq147Q433G2jimYRiRnr6uFRJWCGAJhQ%3D%3D,Senior Data Analyst - Finance,"Fayetteville, AR",,,Easy Apply,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Slim Chickens,Senior Data Analyst - Finance,"Fayetteville, AR",,,,,,3.0
,https://media.glassdoor.com/sql/194262/johns-hopkins-university-applied-physics-laboratory-squarelogo-1514303602515.png,4.3,Johns Hopkins Applied Physics Laboratory (APL),https://www.glassdoor.com/partner/jobListing.htm?pos=2504&ao=1110586&s=58&guid=00000186d3860feda68e1d760d94c9b5&src=GD_JOB_AD&t=SR&vt=w&cs=1_271f438d&cb=1678586024362&jobListingId=1008444069717&cpc=98EC36F1896D89DA&jrtk=3-0-1gr9oc40lmfp6801-1gr9oc41c2bmv000-5361c51b0b279c38--6NYlbfkN0DND_cY4AdZ9uf0CyzxvdaEIkE64BMiSLR1NLUGRAKCdb0EIWzKl7iUQ7clxobffV_3Tw75_m9_UZESF4b2pBFtTuwMSmejQqJzLT0vcWK-WE3zXRtKEdkQRm8niZtp70J9Z-NRkFeP2IaboJUCdoGHDvGgVlXPyLm98ZnOReJbbpZ3mdIoYZHbVldCJ4d2ZUoJ36QP3YOp4X2Rk4BUGecsm-keI8KA1KBruPKb3pTUX20PDkNh6gAp5zZaxx3oLiZIJFiMkHEkO_UbRJFSPQMnraVUD7qvmBBjba5cabfVUCd0h41Sl9suYAwGX-a7LnQyvr22r6gWSF320E5DclH2wK2rVZStQrEXCqXAHWCHGWE9giXWPXvRqx9lwmHOtZZfVmGTMSuAE-gxfGjsqdLm8Bd3Ohxpl55avAx-DVRuN3MgJP9pm3MwVAfigeHqaQgYRT14hVdkobgxDmsP3zJQD8LGejIR7mLDb0WWHSBw3HNxZN7-3R0Zr8cD5hB2ohNAozEkLwrUJCS06L0WJEjRJynsB_c6e_m3RRXL3XJmdu60-313i8GxpST57_qbgh55itQvO_ibtvRZQ9Qf59_V9x0q8rQZyoHA28SabHYanQRQkhEE4g5b0sgGc3UHNRE%3D,Electro-Optic Data Scientist / System Engineer,"Laurel, MD",$71K - $109K (Glassdoor est.),(Glassdoor est.),,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Johns Hopkins Applied Physics Laboratory (APL),Electro-Optic Data Scientist / System Engineer,"Laurel, MD",$71K - $109K (Glassdoor est.),,,30d+,,3.0
,https://media.glassdoor.com/sql/18645/boston-children-s-hospital-squareLogo-1623685065263.png,4.0,Boston Children's Hospital,https://www.glassdoor.com/partner/jobListing.htm?pos=2505&ao=1110586&s=58&guid=00000186d3860feda68e1d760d94c9b5&src=GD_JOB_AD&t=SR&vt=w&cs=1_30006e51&cb=1678586024362&jobListingId=1007784538116&cpc=4AF433014564FFC7&jrtk=3-0-1gr9oc40lmfp6801-1gr9oc41c2bmv000-f18a9d664939d3d6--6NYlbfkN0Bhr8CzNXk_kq8VbOnaegUXV7MSXFkQREdFtn5A2jDwRArKtI5GiFp3ChOKtWnLwC_OW6vYX-cTxth2ADoFbA2dKzNxoaFfW1vg9-p0vw1bHt1G3GKsFJXl94f3iDe5arrvfxgftQQB6WuRE1zqT_PsUSjq_1V3FBtqd_GDF7_eKboETPcjvTBrCfH3QgqtYmDQ3hMy2_zh2aXQrNtE6dJFNZ9O_8YGwl98AazXpVS9pMjcn1KjZQIU1XcWXmXyCXoFjePLOCySTexnCNI9FFqxYwzYa1BNIh-kptflFhiMJtPTYohOa6I94xmsTzU1oEHP8czCSHnDUqt2EX6j-mo-iZjiJvSKvYxS7dqKeAgLuKpt5OrV9RhcJzFhVTq788I6270scx_Rds57EGkO-ImzQXOKi8J5u5fcDlWK1kADHBdfk5i7ljktAfeWIILo4lpMelV-jA9t-yTgvI8_OCFTFEAkQxQrYmtKFRzxbFfb3cZx2OAq4mX8Gv4uOEkRx2D48acWY5cwSrroxhDs2iI34JuS0WKjwDVW9o_mn2Olqm3MyGfQP8LT3uoioT-V8E25CtkHHKOBINoTfY_IeN-JB8vq5JM93_bFD8_BytwPT2vzchUBUNIghd9b1rt5j_ZyHGWtGcMLPUDdOo32DAw9dSnfz6yeQLsByBuuxgaKm0fPg_OGGSbB4a9vQmNy0k0%3D,Natural Language Processing Research Assistant II,"Boston, MA",$42K - $54K (Glassdoor est.),(Glassdoor est.),,30d+,,Show More,"Basic Qualifications:
Education: Bachelor degree in mathematics, operations research, applied statistics, economics, data science or a related quantitative discipline.","Experience: 3 years experience applying quantitative, business analytics, and computational skills.",Additional Requirements:,"Additional Requirements:
1) Competence with analytic software packages such as SAS, R, SPSS
2) Knowledge of database concepts and practices
3) Ability to work in a collaborative, team oriented environment
4) Ability to apply strong analytical and complex problem solving and critical thinking skills
5) Excellent oral and written communication skills.
6) Willingness for occasional travel","Candidates must be local to New Albany/Columbus, OH area for consideration, and must possess the following skills:",Employer Provided Salary:$33.00 - $41.00 Per Hour,Boston Children's Hospital,Natural Language Processing Research Assistant II,"Boston, MA",$42K - $54K (Glassdoor est.),,,30d+,,3.0
